page_id;url
1;https://www.tum.de/
2;https://www.tum.de/ueber-die-tum
3;https://www.tum.de/forschung
4;https://www.tum.de/innovation/entrepreneurship
5;https://www.tum.de/community/globales-netzwerk
6;https://www.tum.de/ueber-die-tum/karriere-und-jobs
7;https://www.tum.de/ueber-die-tum/daten-und-fakten/auszeichnungen-und-ehrungen
8;https://www.tum.de/ueber-die-tum/kontakt-und-anfahrt
9;https://www.tum.de/aktuelles/alle-meldungen
10;https://www.tum.de/community/campusleben
